category	wikidata_id	instances	first_edit	days	size	images	notes	issues	references	issue_clarify	discussion_size	incipit_size	totali	avg_pv	avg_pv_prev	VdQ	vetrina	Galleria_Commons	Pagina_su_Commons	article	article_wikipedia	website	unique_editors	latitude	longitude	visitors	public_private	staff	type	communication_expert	public_digital_archive	nonpublic_digital_archive	region
museo	Q3855909	museo d'arte moderna,,,,,,,,	20-05-2012	4456.0	2048.0	1.0	0.0	0.0	0.0	0.0	0.0	374.0	3252	1	0	0	0			MiM-Museum in Motion	MiM-Museum in Motion	http://www.castellodisanpietro.com	8	45.021423	9.948438	610 (2021)	Privato (2021)	2 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2021)	NO (2021)	No, non ancora (2021)	No, non ancora (2021)	Emilia-Romagna
museo	Q3858427	museo dell'industria,,,,,,,,	05-07-2005	6967.0	2575.0	1.0	0.0	0.0	0.0	0.0	0.0	2273.0	36124	11	6	0	0	Miniera dell'oro della Guia		Miniera d'oro della Guia	Miniera d'oro della Guia	Nessun sito web	26	45.9572594983279	7.9937480038000785		Privato (2011)	2 (2011)	Industriale e/o d’impresa (anche archeologia industriale) (2011)				Piemonte
museo	Q3858696	museo,,,,,,,,	25-12-2011	4603.0	3525.0	1.0	1.0	2.0	0.0	0.0	0.0	133.0	2515	1	1	0	0	Mirabilia Urbis (Mazara del Vallo)		Mirabilia Urbis Mazara del Vallo	Mirabilia Urbis (Mazara del Vallo)	Nessun sito web	23	37.653489	12.588712								Sicilia
museo	Q385925	abbazia,basilica minore,comunità religiosa,museo,museo religioso,museo di un ente privato,,,	28-11-2006	6456.0	12623.0	7.0	10.0	0.0	0.0	0.0	1003.0	632.0	149423	45	41	0	0	Kloster Neustift (Vahrn)	Kloster Neustift (Vahrn)	abbazia di Novacella	Abbazia di Novacella	http://www.abbazianovacella.it	74	46.74385	11.64835	43186 (2022)	Privato (2022)	9 (2021)	Chiesa, edificio o complesso monumentale a carattere religioso (2022)		Si una parte (2022)	Si una parte (2022)	Trentino-Alto Adige
museo	Q3859479	sito archeologico,mitreo,manufatto archeologico museo,museo nazionale italiano,parco archeologico,museo,museo del Ministero della Cultura italiano,,	27-09-2008	5787.0	9101.0	2.0	1.0	0.0	0.0	0.0	904.0	654.0	13909	4	4	0	0	Mitreo di Santa Prisca (Rome)		mitreo di Santa Prisca	Mitreo di Santa Prisca	https://www.soprintendenzaspecialeroma.it/schede/mitreo-di-santa-prisca_3024/	27	41.883	12.484	46 (2022)	Pubblico (2022)	1 (2019)	Area archeologica; (2022)		No, non ancora (2022)		Lazio
museo	Q3859939	museo del giocattolo,museo d'arte moderna,,,,,,,	10-12-2012	4252.0	9952.0	6.0	3.0	0.0	0.0	0.0	2259.0	998.0	2468	1	0	0	0	Modern Automata Museum		Modern Automata Museum	Modern Automata Museum	http://www.modernautomatamuseum.com	18	42.23503	12.682615		Privato (2015)	1 (2015)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2015)	Pubblico (2017)			Lazio
museo	Q38599542	sito archeologico,parco archeologico,museo,museo di un ente pubblico,,,,,	04-09-2017	2523.0	1700.0	1.0	1.0	1.0	0.0	0.0	0.0	584.0	4092	1	2	0	0	S.A.S.S. Spazio Archeologico Sotterraneo del Sas		Spazio Archeologico Sotterraneo del Sas	Spazio Archeologico Sotterraneo del Sas	http://www.cultura.trentino.it/temi/archeologia	11	46.06944	11.12364	20168 (2022)	Pubblico (2022)	3 (2021)	Area archeologica; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non ancora (2022)	No, non ancora (2022)	Trentino-Alto Adige
museo	Q3860512	monastero,museo,museo religioso,museo nazionale italiano,museo del Ministero della Cultura italiano,,,,	07-06-2007	6265.0	8795.0	2.0	7.0	0.0	0.0	0.0	72.0	454.0	5025	2	2	0	0	San Salvatore a Soffena		monastero di San Salvatore a Soffena	Monastero di San Salvatore a Soffena	http://polomusealetoscana.beniculturali.it/index.php?it/175/castelfranco-piandisc-ar-abbazia-di-s-salvatore-a-soffena	26	43.621365	11.559162	1252 (2022)	Pubblico (2022)	2 (2021)	Chiesa, edificio o complesso monumentale a carattere religioso (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non ancora (2022)	No, non ancora (2022)	Toscana
museo	Q3860525	monastero,chiesa,museo religioso,museo di un ente privato,,,,,	07-03-2008	5991.0	6193.0	6.0	2.0	0.0	0.0	0.0	0.0	427.0	28110	9	9	0	0	Monastero di Sant'Antonio Abate in Polesine (Ferrara)		monastero di Sant'Antonio in Polesine	Monastero di Sant'Antonio in Polesine	Nessun sito web	31	44.82666667	11.62444444	10000 (2022)	Privato (2022)	1 (2021)	Chiesa, edificio o complesso monumentale a carattere religioso (2022)	NO (2021)	No, non ancora (2022)	No, non ancora (2022)	Emilia-Romagna
museo	Q3860567	monastero,museo archeologico,complesso di edifici,edificio militare museo,parco storico museo,museo di un ente privato,,,	23-07-2008	5853.0	17246.0	3.0	8.0	1.0	0.0	0.0	996.0	563.0	83993	26	23	0	0	Monastery of Torba		monastero di Torba	Monastero di Torba	https://fondoambiente.it/luoghi/monastero-di-torba	70	45.7294	8.86334	21535 (2022)	Privato (2022)	1 (2021)	Parco o giardino di interesse storico o artistico (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non disponeva di beni da digitalizzare (2022)	No, non disponeva di beni da digitalizzare (2022)	Lombardia
museo	Q3861168	sito archeologico,parco archeologico,montagna,,,,,,	27-02-2010	5269.0	4981.0	9.0	2.0	0.0	0.0	0.0	2199.0	452.0	19519	6	3	0	0	Adranon		Monte Adranone	Monte Adranone	Nessun sito web	36	37.684074	13.139629	581 (2019)	Pubblico (2019)	8 (2019)	Area archeologica; (2019)	Privato (2018)			Sicilia
museo	Q3861951	montagna,museo archeologico,,,,,,,	28-04-2005	7035.0	5688.0	1.0	3.0	0.0	0.0	0.0	506.0	683.0	34184	10	7	0	0			Monte San Calogero	Monte San Calogero (Sciacca)	Nessun sito web	72	37.518927	13.113868	. (2020)	Pubblico (2020)	6 (2019)	Archeologia (2020)	Privato (2018)			Sicilia
museo	Q3862700	area naturale protetta,area protetta,parco storico museo,manufatto di archeologia industriale museo,,,,,	08-12-2009	5350.0	2685.0	2.0	1.0	1.0	0.0	0.0	155.0	520.0	1445	0	0	0	0			monumento naturale Domo Andesitico di Acquafredda	Monumento naturale Domo Andesitico di Acquafredda	http://www.castellodiacquafredda.it	15	39.2622	8.8192		Pubblico (2011)		Parco o giardino di interesse storico o artistico (2011)				Sardegna
museo	Q386509	torre,parco storico museo,,,,,,,	29-06-2007	6243.0	4815.0	3.0	2.0	0.0	0.0	0.0	0.0	874.0	36300	11	10	0	0	Torre San Pancrazio		Torre di San Pancrazio	Torre di San Pancrazio (Cagliari)	https://www.comune.cagliari.it/portale/page/it/torre_di_san_pancrazio	41	39.221363	9.116712		Privato (2015)	2 (2015)	Parco o giardino di interesse storico o artistico (2015)	Privato (2017)			Sardegna
museo	Q3867016	museo etnografico,,,,,,,,	07-09-2010	5077.0	33418.0	37.0	0.0	1.0	0.0	0.0	1384.0	1644.0	11717	4	2	0	0	Mulino del Dosso		Mulino del Dosso	Mulino del Dosso	http://www.museovanseraf.com/	46	46.09333	9.55315								Lombardia
museo	Q3867513	museo,,,,,,,,	21-02-2007	6371.0	9924.0	5.0	6.0	0.0	0.0	0.0	5567.0	141.0	6865	2	1	0	0			Museattivo Claudio Costa	Museattivo Claudio Costa	Nessun sito web	47	44.39619444444445	8.991805555555555								Liguria
museo	Q3867515	museo d'arte,museo d'arte moderna,pinacoteca,museo di un ente pubblico,,,,,	16-01-2011	4946.0	2929.0	1.0	1.0	0.0	0.0	0.0	0.0	225.0	12241	4	5	0	0	Musei Civici (Pesaro)		musei civici di Pesaro	Musei civici (Pesaro)	https://www.pesaromusei.it/palazzo-mosca-musei-civici/	26	43.91116	12.91327	10442 (2022)	Pubblico (2022)	4 (2021)	Arte (da medievale a tutto l’800) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	Si interamente (2022)	Marche
museo	Q3867516	museo,,,,,,,,	19-08-2006	6557.0	7630.0	1.0	0.0	0.0	1.0	0.0	1496.0	292.0	4837	1	2	0	0	Carcere borbonico (Caltagirone)		Musei civici Luigi Sturzo	Musei civici Luigi Sturzo	Nessun sito web	43	37.2360071	14.5133111								Sicilia
museo	Q3867519	collezione d'arte,museo archeologico,museo d'arte,museo religioso,museo di un ente pubblico,,,,	17-05-2006	6651.0	9675.0	3.0	8.0	0.0	0.0	0.0	612.0	1612.0	29453	9	18	0	0	Musei civici degli Eremitani (Padua)		musei civici di Padova	Musei civici di Padova	http://padovamusei.it/it	69	45.41096	11.88001	. (2022)	Pubblico (2022)	42 (2021)	Arte (da medievale a tutto l’800) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si una parte (2022)	Si una parte (2022)	Veneto
museo	Q3867520	museo d'arte,museo storico,museo di un ente pubblico,,,,,,	04-08-2012	4380.0	8286.0	2.0	2.0	0.0	0.0	0.0	2064.0	729.0	67241	20	14	0	0	Civici musei d'arte e pinacoteca del Castello Sforzesco		musei del Castello Sforzesco	Musei del Castello Sforzesco	http://www.milanocastello.it	47	45.47061944	9.17941111	383580 (2022)	Pubblico (2022)	126 (2021)	Arte (da medievale a tutto l’800) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	Si una parte (2022)	Lombardia
museo	Q3867528	museo,museo ed ecomuseo di rilevanza regionale,museo di storia naturale,museo della tecnologia,museo di un ente privato,,,,	12-03-2012	4525.0	31270.0	4.0	21.0	0.0	0.0	0.0	0.0	1592.0	3529	1	3	0	0Accademia dei Fisiocritici Museums			Museo di storia naturale dell'Accademia dei Fisiocritici	Museo di storia naturale dell'Accademia dei Fisiocritici	https://www.fisiocritici.it	34	43.314207	11.330827	15409 (2022)	Privato (2022)	4 (2021)	Storia naturale e scienze naturali (2022)	NO (2021)	Si una parte (2022)	Si una parte (2022)	Toscana
museo	Q3867541	museo archeologico,museo religioso,museo di un ente privato,,,,,,	10-03-2011	4893.0	8419.0	2.0	0.0	0.0	1.0	0.0	0.0	522.0	6258	2	2	0	0	Musei della canonica del duomo (Novara)		Musei della canonica del duomo di Novara	Musei della canonica del duomo di Novara	http://www.novaria.org/	28	45.445417	8.621001	2500 (2022)	Privato (2022)		Religione e culto (oggetti liturgici/devozionali) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)			Piemonte
museo	Q3867551	museo d'arte,museo di un ente pubblico,,,,,,,	23-12-2010	4970.0	3500.0	1.0	0.0	0.0	0.0	0.0	0.0	291.0	15602	5	5	0	0	Musei di Strada Nuova		Musei di Strada Nuova	Musei di Strada Nuova	http://www.museidigenova.it/it/content/musei-di-strada-nuova	22	44.41127725795512	8.93213550235532	78916 (2022)	Pubblico (2022)	20 (2021)	Arte (da medievale a tutto l’800) (2022)	NO (2021)	Si interamente (2022)	Si una parte (2022)	Liguria
museo	Q3867555	museo d'arte,museo archeologico,museo d'arte moderna,palazzo museo,museo di un ente pubblico,,,,	11-03-2010	5257.0	16844.0	8.0	15.0	0.0	0.0	0.0	1176.0	340.0	7563	2	2	0	0	Musei di Palazzo d'Avalos		Musei di palazzo d'Avalos	Musei di palazzo d'Avalos	http://www.museipalazzodavalos.it/	38	42.111496	14.710549	17107 (2022)	Pubblico (2022)		Arte (da medievale a tutto l’800) (2022)		No, non ancora (2022)	No, non ancora (2022)	Abruzzo
museo	Q3867555	museo d'arte,museo archeologico,museo d'arte moderna,palazzo museo,museo di un ente pubblico,,,,	11-03-2010	5257.0	16844.0	8.0	15.0	0.0	0.0	0.0	1176.0	340.0	7563	2	2	0	0	Musei di Palazzo d'Avalos		Musei di palazzo d'Avalos	Musei di palazzo d'Avalos	http://www.museipalazzodavalos.it/	38	42.111496	14.710549	17107 (2022)	Pubblico (2022)		Arte (da medievale a tutto l’800) (2022)		No, non ancora (2022)	No, non ancora (2022)	Abruzzo
museo	Q3867561	museo etnografico,museo di storia naturale,museo di un ente pubblico,,,,,,	01-03-2008	5997.0	3678.0	1.0	0.0	0.0	0.0	0.0	300.0	838.0	3382	1	1	0	0			Musei scientifici di Villa Vitali	Musei scientifici di Villa Vitali	http://www.museopolare.it/	24	43.166252	13.725669	210 (2022)	Pubblico (2022)	2 (2021)	Storia naturale e scienze naturali (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	No, non ancora (2022)	No, non ancora (2022)	Marche
museo	Q3867564	museo,casa natale,casa museo,museo storico,museo di un ente privato,,,,	19-07-2011	4762.0	3151.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	12576	4	5	0	0	Museo-casa natale di Giacomo Puccini		Museo-Casa natale di Giacomo Puccini	Museo-casa natale di Giacomo Puccini	http://www.puccinimuseum.org/it/	25	43.843303	10.501526	26985 (2022)	Privato (2022)	9 (2021)	Casa Museo, Casa della Memoria; (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2022)	Si una parte (2022)	Toscana
museo	Q3867565	museo etnografico,museo storico,museo di un ente privato,,,,,,	04-12-2011	4624.0	6665.0	2.0	3.0	0.0	0.0	0.0	0.0	252.0	4875	1	1	0	0	Museo-laboratorio della civiltà contadina (Matera)		Museo-laboratorio della civiltà contadina	Museo-laboratorio della civiltà contadina	https://museolaboratorio.it	27	40.667576	16.609927	1500 (2022)	Privato (2022)	5 (2021)	Etnografia e antropologia; (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	No, non ancora (2022)	No, non ancora (2022)	Basilicata
museo	Q3867566	museo d'arte moderna,museo di un ente pubblico,,,,,,,	05-10-2012	4318.0	2539.0	1.0	2.0	0.0	0.0	0.0	0.0	295.0	4244	1	1	0	0			Museo Sandro Pertini	Museo Sandro Pertini	http://musa.savona.it/museo-sandro-pertini-e-renata-cuneo/	26	44.3043789	8.4846551	360 (2022)	Pubblico (2022)	3 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non ancora (2022)	No, non ancora (2022)	Liguria
museo	Q3867567	museo d'arte,museo storico,museo d'arte moderna,museo specializzato,museo di un ente privato,,,,	29-12-2011	4599.0	10012.0	5.0	10.0	0.0	0.0	0.0	1080.0	306.0	18934	6	7	0	0	Accorsi-Ometto Museum		Museo Accorsi-Ometto	Museo Accorsi-Ometto	http://www.fondazioneaccorsi-ometto.it	28	45.066288	7.69314	77037 (2022)	Privato (2022)	23 (2021)	Arte (da medievale a tutto l’800) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si interamente (2022)	Si interamente (2022)	Piemonte
museo	Q3867569	museo diocesano,museo,museo religioso,museo d'arte moderna,museo d'arte,,,,	26-08-2006	6550.0	8499.0	3.0	2.0	0.0	0.0	0.0	984.0	156.0	10172	3	3	0	0	Museo Adriano Bernareggi		Museo Adriano Bernareggi	Museo Adriano Bernareggi	http://www.fondazionebernareggi.it	41	45.70079	9.673755	12392 (2019)	Privato (2019)	6 (2019)	Religione e culto (oggetti liturgici/devozionali) (2019)	Pubblico (2018)			Lombardia
museo	Q3867570	museo storico,museo etnografico,museo d'arte moderna,museo d'arte,museo di un ente privato,,,,	15-08-2009	5465.0	1576.0	0.0	2.0	1.0	0.0	0.0	955.0	886.0	13567	4	1	0	0			Museo Agostinelli	Museo Agostinelli	http://www.museoagostinelli.it	17	41.780222	12.3385	3000 (2022)	Privato (2022)	0 (2021)	Arte (da medievale a tutto l’800) (2022)	NO (2021)	No, non ancora (2022)	No, non ancora (2022)	Lazio
museo	Q3867572	museo della tecnologia,museo specializzato,museo di un ente privato,,,,,,	14-10-2004	7231.0	6111.0	2.0	7.0	0.0	0.0	0.0	6430.0	570.0	728	0	0	0	0	All About Apple museum		Museo All About Apple	All About Apple	http://www.allaboutapple.com	53	44.3092525	8.487288	1500 (2022)	Privato (2022)		Scienza e tecnica; (2022)		No, non ancora (2022)	No, non ancora (2022)	Liguria
museo	Q3867573	museo,museo d'arte,museo di un ente pubblico,,,,,,	01-06-2006	6636.0	15377.0	3.0	3.0	0.0	0.0	0.0	129.0	359.0	46527	14	10	0	0	Museo Bardini		Museo Bardini	Museo Bardini	https://www.piccoligrandimusei.it/blog/portfolio_page/museo-stefano-bardini/	45	43.765167	11.258481	7100 (2022)	Pubblico (2022)	1 (2021)	Arte (da medievale a tutto l’800) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	Si interamente (2022)	Toscana
museo	Q3867574	museo,,,,,,,,	12-02-2007	6380.0	2471.0	2.0	0.0	0.0	0.0	0.0	0.0	132.0	10117	3	2	0	0	Museo Bellini		Museo Bellini	Museo Bellini	Nessun sito web	24	43.7697	11.2462								Toscana
museo	Q3867575	museo d'arte,museo d'arte moderna,museo,museo di un ente privato,,,,,	07-11-2008	5746.0	2999.0	1.0	0.0	1.0	0.0	0.0	0.0	1657.0	5553	2	2	0	0	Museo Baroffio e del Sacro Monte		Museo Baroffio e del Sacro Monte	Museo Baroffio e del Sacro Monte	http://www.museobaroffio.it	32	45.860359	8.79244	4814 (2022)	Privato (2022)	0 (2021)	Arte (da medievale a tutto l’800) (2022)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si interamente (2022)	Si interamente (2022)	Lombardia
museo	Q3867577	museo specializzato,,,,,,,,	26-01-2010	5301.0	18876.0	9.0	8.0	0.0	0.0	0.0	976.0	510.0	9414	3	3	0	0	Museo Biscari		Museo Biscari	Museo Biscari	http://www.palazzobiscari.com	41	37.50226	15.09091		Privato (2015)	2 (2015)	Tematico e/o specializzato; (2015)	Pubblico (2017)			Sicilia
museo	Q3867579	museo,museo d'arte,,,,,,,	13-03-2012	4524.0	2010.0	0.0	0.0	1.0	0.0	0.0	1038.0	157.0	3092	1	0	0	0			Museo Bologna-Buonsignori	Museo Bologna-Buonsignori	http://www.musei.it/toscana/siena/museo---bologna-buonsignori--.asp	9	43.315269	11.339503		Privato (2011)		Arte (da medievale a tutto l’800) (2011)				Toscana
museo	Q3867580	museo specializzato,casa museo,museo nazionale italiano,museo,palazzo museo,museo d'arte moderna,museo del Ministero della Cultura italiano,,	09-01-2009	5683.0	9676.0	1.0	1.0	1.0	0.0	0.0	4687.0	708.0	30514	9	9	0	0	Boncompagni Ludovisi Decorative Art Museum		Museo Boncompagni Ludovisi per le arti decorative	Museo Boncompagni Ludovisi per le arti decorative	http://www.polomusealelazio.beniculturali.it	42	41.908608	12.495161	11612 (2022)	Pubblico (2022)	4 (2021)	Tematico e/o specializzato; (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	Si interamente (2022)	Lazio
museo	Q3867582	museo d'arte moderna,casa museo,museo storico,archivio,museo di un ente pubblico,,,,	09-02-2007	6383.0	28714.0	7.0	45.0	1.0	0.0	0.0	10307.0	423.0	30145	9	7	0	0	Museo Pietro Canonica (Rome)		Museo Canonica	Museo Canonica	http://www.museocanonica.it	49	41.9151	12.4863	29045 (2022)	Pubblico (2022)	4 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	Si una parte (2022)	Lazio
museo	Q3867583	museo,,,,,,,,	30-09-2012	4323.0	2461.0	1.0	0.0	1.0	2.0	0.0	190.0	729.0	1459	0	0	0	0	Museo Cappeller		Museo Cappeller	Museo Cappeller	http://www.museocappeller.it/	22	45.72038055555556	11.699169444444445								Veneto
museo	Q3867584	museo,,,,,,,,	18-03-2009	5615.0	3808.0	1.0	5.0	0.0	0.0	0.0	720.0	688.0	7882	2	2	0	0	Museo Capucci (Florence)		Museo Capucci	Museo Capucci	http://www.fondazionerobertocapucci.com/museo.htm	23	43.76400278	11.25628056								Toscana
museo	Q3867586	museo d'arte moderna,museo d'arte,museo di un ente pubblico,,,,,,	27-01-2013	4204.0	15153.0	4.0	13.0	0.0	0.0	0.0	2032.0	1395.0	5671	2	2	0	0	Museo Carandente, Spoleto		Museo Carandente, Palazzo Collicola - Arti visive	Palazzo Collicola arti visive - Museo Carandente	http://www.palazzocollicola.it	43	42.734974	12.73434	11097 (2022)	Pubblico (2022)	2 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	No, non ancora (2022)	No, non ancora (2022)	Umbria
museo	Q3867587	museo d'arte moderna,museo di un ente pubblico,,,,,,,	21-02-2008	6006.0	7480.0	8.0	3.0	0.0	0.0	0.0	56.0	546.0	43457	13	14	0	0	Museo Carlo Bilotti (Rome)		Museo Carlo Bilotti	Museo Carlo Bilotti	http://www.museocarlobilotti.it/	29	41.91336389	12.48338889	33262 (2022)	Pubblico (2022)	5 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	NO (2021)	Si interamente (2022)		Lazio
museo	Q3867588	museo d'arte moderna,museo storico,museo di un ente privato,,,,,,	23-02-2007	6369.0	2960.0	1.0	4.0	0.0	0.0	0.0	34.0	262.0	3264	1	1	0	0			Museo Carlo Zauli	Museo Carlo Zauli	http://www.museozauli.it	32	44.2874032	11.8869642	5894 (2022)	Privato (2022)	2 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	Si una parte (2022)	Emilia-Romagna
museo	Q3867589	casa museo,museo storico,museo specializzato,,,,,,	04-04-2012	4502.0	1853.0	1.0	0.0	0.0	0.0	0.0	0.0	331.0	2372	1	1	0	0	Museo casa Manno		Museo Casa Manno	Museo casa Manno	http://www.casamanno.it/	18	40.5593	8.31211	669 (2021)	Privato (2021)	1 (2021)	Casa Museo, Casa della Memoria; (2021)	Si, impiegati esclusivamente nel museo/istituto (2021)	Si una parte (2021)	Si una parte (2021)	Sardegna
museo	Q3867590	museo d'arte moderna,museo specializzato,villino,museo di un ente pubblico,,,,,	23-01-2007	6400.0	43522.0	4.0	66.0	0.0	0.0	0.0	0.0	444.0	103377	31	35	0	0	Casina delle Civette (Rome)	Museo della Casina delle Civette (Rome)	Museo Casina delle Civette	Museo Casina delle Civette	http://www.museivillatorlonia.it/casina_delle_civette	65	41.91418475001263	12.51289059576934	91420 (2022)	Pubblico (2022)	3 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	Si interamente (2022)	Lazio
museo	Q3867591	museo d'arte moderna,museo di un ente pubblico,,,,,,,	17-02-2008	6010.0	9860.0	6.0	16.0	0.0	0.0	0.0	8.0	480.0	29453	9	8	0	0	Casa d'Arte Futurista Depero		Casa d'arte futurista Depero	Casa d'arte futurista Depero	https://www.mart.tn.it/	41	45.8869165	11.0451467	22135 (2022)	Pubblico (2022)	1 (2021)	Arte moderna e contemporanea (dal ‘900 ai giorni nostri) (2022)	SÌ, impiegati anche in altri enti, musei, istituti (2021)	Si interamente (2022)	Si interamente (2022)	Trentino-Alto Adige
