category	wikidata_id	instances	first_edit	days	size	images	notes	issues	references	issue_clarify	discussion_size	incipit_size	totali	avg_pv	avg_pv_prev	VdQ	vetrina	Galleria_Commons	Pagina_su_Commons	article	article_wikipedia	website	unique_editors	latitude	longitude	visitors	public_private	staff	type	communication_expert	public_digital_archive	nonpublic_digital_archive	region
biblioteca	Q58700502																			Biblioteca diocesana di Ariano Irpino	Biblioteca diocesana (Ariano Irpino)	http://www.museodiocesanoariano.it	4	41.152665	15088	700 (2022)	Privato (2022)	1 (2021)					
biblioteca	Q60749291																			Archivio Biblioteca Museo Civico	Archivio biblioteca museo civico	https://www.abmcaltamura.it	14	40.8242208	16.5530212	3600 (2022)	Pubblico (2022)						
biblioteca	Q60837872																			Biblioteca civica Agorà	Biblioteca civica Agorà	https://www.bibliotecaagora.it/	14	43.841861111111	10.506077777778	84812 (2022)	Pubblico (2022)	2 (2021)					
biblioteca	Q60838799																			"Istituto Campano per la Storia della Resistenza, dell'Antifascismo e dell'Età Contemporanea ""Vera Lombardi"""	"Istituto Campano per la Storia della Resistenza, dell'Antifascismo e dell'Età Contemporanea ""Vera Lombardi"""	https://www.istitutocampanoresistenza.it	17	Nessuna coordinata geografica	Nessuna coordinata geografica								
biblioteca	Q60841030																			Biblioteca comunale Francesco Piccinno di Maglie	Biblioteca Comunale Francesco Piccinno	http://www.alcamaglie.it/la-biblioteca	4	40.120438	18.303086	4867 (2022)	Pubblico (2022)	1 (2021)					
biblioteca	Q60847544																			Biblioteca militare centrale	Biblioteca militare centrale	http://www.esercito.difesa.it/organizzazione/capo-di-sme/stato-maggiore-esercito/biblioteca-militare-centrale	10	41.9023045	12.4914064	120 (2019)	Pubblico (2019)	0 (2021)					
biblioteca	Q61764421																			Biblioteca comunale Eugenio Garin	Biblioteca comunale Eugenio Garin	http://www.bibliotecamirandola.it	9	44.8786134771885	11.0783697235565	44790 (2022)	Pubblico (2022)						
biblioteca	Q61771810																			Biblioteca civica Gian Luigi Lercari	Biblioteca civica Gian Luigi Lercari	http://www.bibliotechedigenova.it/lercari	7	44.4083316	8.96166899999999	7022 (2022)	Pubblico (2022)	10 (2021)					
biblioteca	Q62391756																			Biblioteca Italiana delle Donne	Biblioteca italiana delle donne	http://www.bibliotecadelledonne.it/	22	44.488459	11.3556588	7935 (2022)	Pubblico (2022)	6 (2021)					
biblioteca	Q63494684																			Biblioteca provinciale Tommaso Stigliani	Biblioteca provinciale Tommaso Stigliani	https://www.bibliotecastigliani.it	11	40.6667316	16.606556	8300 (2022)	Pubblico (2022)	19 (2021)					
biblioteca	Q63494689																			Biblioteca Elsa Morante	Colonia marina Vittorio Emanuele III	https://www.bibliotechediroma.it/	13	41.732077231165974	12.270760002204709	50634 (2022)	Pubblico (2022)	8 (2021)					
biblioteca	Q635856																			Archivio storico del Comune di Venezia	Archivio storico del Comune di Venezia	https://www.comune.venezia.it/it/content/biblioteca-dellarchivio-generale-0	16	45.437932	12.349692	70 (2022)	Pubblico (2022)	4 (2021)					
biblioteca	Q635865																			Archivio storico del Patriarcato di Venezia	Archivio storico del Patriarcato di Venezia	http://www.archiviostoricodelpatriarcatodivenezia.it	15	45.434448	12.340877	80 (2022)	Privato (2022)	0 (2021)	Geografia e storia (900) (2022)				
biblioteca	Q6382871																			Biblioteca Nazionale Centrale di Roma	Biblioteca Nazionale Centrale di Roma	http://www.bncrm.beniculturali.it	93	41.90629386660977	12.50594950943956	55196 (2022)	Pubblico (2022)	147 (2021)					
biblioteca	Q63981818																			Centro di Informazione e Documentazione / Arti Visive	CID / Arti Visive	http://www.centropecci.it/it/biblioteca	9	43.861573	11.109904	94 (2022)	Privato (2022)	0 (2021)	Arti e attività ricreative (700) (2022)				
biblioteca	Q64154030																			"Biblioteca di storia e cultura del Piemonte ""Giuseppe Grosso"""	"Biblioteca di storia e cultura del Piemonte ""Giuseppe Grosso"""	http://www.cittametropolitana.torino.it/cms/patrimonio-artistico-culturale-storico/biblioteca-storica	32	45.0670861	7.68587109999999		Pubblico (2020)		Geografia e storia (900) (2020)				
biblioteca	Q65125399																			Biblioteca San Giacomo della Marca	Biblioteca storico-francescana e picena San Giacomo della Marca	http://www.bibliotecafrancescanapicena.it/	16	43.629537	13.391859								
biblioteca	Q65128604																			Biblioteca comunale Filelfica	Biblioteca Filelfica	http://opac.unimc.it/sebinaopac/.do?cdbib=umcbt	7	43.2096273747068	13.283031047379659								
biblioteca	Q67115959																			Biblioteca comunale della Ghisa	Biblioteca della Ghisa	https://www.comune.follonica.gr.it/biblioteca/	1	42.92228997735269	10.76201387351958	9026 (2022)	Pubblico (2022)	7 (2021)					
biblioteca	Q67311446																			Biblioteca comunale Giulio Gabrielli	Biblioteca comunale Giulio Gabrielli	https://www.comune.ap.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/1542	5	42.85531736113267	13.578570391401652	15000 (2022)	Pubblico (2022)	10 (2021)					
biblioteca	Q692409																			Biblioteca comunale di Lamezia Terme	Biblioteca comunale di Lamezia Terme	https://www.comune.lamezia-terme.cz.it/it/point-of-interest/biblioteca-comunale-oreste-borrello	42	38.9745382	16.3195271	4000 (2022)	Pubblico (2022)	6 (2021)					
biblioteca	Q741371																			Biblioteca Marucelliana	Biblioteca Marucelliana	http://www.maru.firenze.sbn.it/	50	43.777447	11.257755	4784 (2022)	Pubblico (2022)	11 (2021)					
biblioteca	Q75084519																			"Biblioteca comunale ""Vincenzo Bellini"""	Biblioteca comunale Vincenzo Bellini	https://www.comune.catania.it/la-citta/culture/biblioteche/bellini/biblioteca/	7	37.521060070221345	15.082358999015023	1059 (2022)	Pubblico (2022)	2 (2021)					
biblioteca	Q771894																			Biblioteca nazionale Braidense	Biblioteca Nazionale Braidense	https://bibliotecabraidense.org/	74	45.4719	9.18774722	18979 (2022)	Pubblico (2022)	34 (2021)					
biblioteca	Q77952942																			Biblioteca del Pontificio Istituto Biblico	Biblioteca del Pontificio Istituto Biblico	https://biblioteca.biblico.it	15	41.8988192	12.4834509	17008 (2022)	Privato (2022)		Religione (200) (2022)				
biblioteca	Q781446																			Biblioteca universitaria Alessandrina	Biblioteca universitaria Alessandrina	https://alessandrina.librari.beniculturali.it/	32	41.90319096336537	12.515689749990598		Pubblico (2022)	21 (2021)					
biblioteca	Q81172111																			Biblioteca comunale di Sarnano	Biblioteca comunale di Sarnano	http://www.sarnanoturismo.it/biblioteca-sarnano/	15	43.035743014434985	13.299302724845111	0 (2022)	Pubblico (2022)	0 (2021)					
biblioteca	Q815611																			Biblioteca Ambrosiana	Biblioteca Ambrosiana	https://www.ambrosiana.it/	130	45.463479	9.185788	1577 (2022)	Privato (2022)	5 (2021)					
biblioteca	Q856362																			Biblioteca Comunale Liciniana	Biblioteca Liciniana	http://www.comuneterminiimerese.pa.it/turismo-e-cultura/biblioteca/	34	37.9872503	13.6953703	763 (2022)	Pubblico (2022)	6 (2021)					
biblioteca	Q856380																			Biblioteca Angelica	Biblioteca Angelica	http://www.bibliotecaangelica.beniculturali.it/	60	41.9007	12.474194	2300 (2022)	Pubblico (2022)	20 (2021)	Letteratura (800) (2022)				
biblioteca	Q856408																			Biblioteca Reale	Biblioteca Reale (Torino)	https://museireali.beniculturali.it/biblioteca-reale/	47	45.0720941	7.6864434	3000 (2022)	Pubblico (2022)	15 (2021)					
biblioteca	Q856409																			Biblioteca Riccardiana	Biblioteca Riccardiana	http://www.riccardiana.firenze.sbn.it	52	43.775548	11.255369	1532 (2022)	Pubblico (2022)	10 (2021)					
biblioteca	Q856419																			Biblioteca Medicea Laurenziana	Biblioteca Medicea Laurenziana	http://www.bmlonline.it	143	43.774656	11.254536	1350 (2022)	Pubblico (2022)	13 (2021)					
biblioteca	Q856496																			Biblioteca della Libera Università di Bolzano	Biblioteca della Libera Università di Bolzano	http://www.unibz.it/library/	37	46.49818	11.35075								
biblioteca	Q85859881																			Biblioteca comunale Scipione Gentili	Biblioteca comunale Scipione Gentili	http://opac.unimc.it/sebinaopac/.do?cdbib=umccs	9	43.108175	13.316701	0 (2022)	Pubblico (2022)	1 (2021)					
biblioteca	Q85859884																			Biblioteca dell'Orticoltura	Biblioteca dell'Orticoltura	http://www.biblioteche.comune.fi.it	3	43.786443	11.261053	35000 (2022)	Pubblico (2022)	4 (2021)					
biblioteca	Q86520448																			Biblioteca Villa Bandini	Biblioteca di Villa Bandini	https://cultura.comune.fi.it/pagina/le-biblioteche-comunali-fiorentine/biblioteca-villa-bandini	5	43.755894	11.289342	55383 (2022)	Pubblico (2022)	3 (2021)					
biblioteca	Q86537091																			Biblioteca comunale Guglielmo Marconi di Viareggio	Biblioteca comunale Guglielmo Marconi	http://www.comune.viareggio.lu.it	4	43.870333	10.242673	52869 (2022)	Pubblico (2022)	4 (2021)					
biblioteca	Q89206310																			Biblioteca comunale Planettiana	Biblioteca comunale Planettiana	http://www.bibliotecaplanettiana.it/	11	43.523456665299506	13.244749592084386	49470 (2022)	Pubblico (2022)	5 (2021)					
biblioteca	Q914097																			Biblioteca capitolare di Treviso	Biblioteca capitolare di Treviso	http://www.capitolaretv.it/	26	45.66583333	12.24333333	240 (2022)	Privato (2022)	0 (2021)	Letteratura (800) (2022)				
biblioteca	Q91915302																			ex convento dei Domenicani	Convento dei Domenicani (Pordenone)	Nessun sito web	7	45.958531	12.660506	6000 (2022)	Pubblico (2022)	2 (2021)					
biblioteca	Q94767562																			Biblioteca del Seminario Vescovile di Asti	Biblioteca del Seminario Vescovile di Asti	http://biblioteca.sicdat.it/	3	44.9003762	8.2013765	650 (2022)	Privato (2022)	1 (2021)					
biblioteca	Q97446151																			Biblioteca comunale Maria Goia	Biblioteca Maria Goia	http://www.biblioteca.comunecervia.it/	5	44.2605100444223	12.3514319613769	37000 (2022)	Pubblico (2022)	7 (2021)					
biblioteca	Q974532																			Biblioteca Trivulziana	Biblioteca Trivulziana	https://trivulziana.milanocastello.it/	24	45.47033	9.17821	794 (2022)	Pubblico (2022)	10 (2021)					
archivio	Q102319593																			Fondazione Corriere della Sera	Fondazione Corriere della Sera	https://www.fondazionecorriere.corriere.it/	3	45.476191	9.1875368								
archivio	Q104467639																			Centro studi libertari Archivio Giuseppe Pinelli	Centro studi libertari Archivio Giuseppe Pinelli	https://centrostudilibertari.it/it	3	45.50212929778775	9.219727389594972								
archivio	Q104534529																			Centro internazionale di studi Primo Levi	Centro internazionale di studi Primo Levi	https://www.primolevi.it/it	6	45.07611111111111	7.6745								
archivio	Q1054324																			Politecnico di Bari	Politecnico di Bari	https://www.poliba.it	151	41.11138361111111	16.883233333333333								
archivio	Q105778339																			Archivio Storico della Federazione Anarchica Italiana	Archivio Storico della Federazione Anarchica Italiana	http://www.asfai.info	7	44.3547881	11.7083855								
archivio	Q107034081																			Archivio Siciliano del Cinema	Archivio Siciliano del Cinema	https://www.as-cinema.com/	19	38.12713888888889	13.330311111111111								
archivio	Q107076087																			Istituto Ernesto de Martino	Istituto Ernesto de Martino	https://www.iedm.it/	13	43.8278067	11.1941817								
archivio	Q107081345																			"Istituto tecnico commerciale ""Raffaele Piria"""	"Istituto tecnico commerciale ""Raffaele Piria"""	https://itepiria.edu.it/	15	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q109121015																			Archivio storico Olivetti	Archivio Storico Olivetti	http://www.archiviostoricolivetti.it	9	45.46013055555556	7.868580555555555								
archivio	Q110015842																			"Istituto storico della Resistenza e dell'età contemporanea della provincia di Vicenza ""Ettore Gallo"""	"Istituto storico della Resistenza e dell'età contemporanea della provincia di Vicenza ""Ettore Gallo"""	https://www.istrevi.it	10	45.55000756652805	11.547276206989288								
archivio	Q112812398																			chiesa di Sant'Andrea	Chiesa di Sant'Andrea Apostolo (Brunate)	Nessun sito web	19	45.819197	9.09673								
archivio	Q112812417																			chiesa dei Santi Vito e Modesto	Chiesa dei Santi Vito e Modesto (Lipomo)	Nessun sito web	2	45.793917	9.121426								
archivio	Q113630633																			Seminario arcivescovile di Monreale	Seminario arcivescovile di Monreale	Nessun sito web	5	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q115743157																			Archivio Lelli e Masotti	Archivio Lelli e Masotti	https://lelliemasotti.com/	6	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q117824073																			Fondazione Leonardo Sciascia	Fondazione Leonardo Sciascia	http://www.fondazioneleonardosciascia.it/	9	37.406086	13.730952								
archivio	Q119495917																			Archivio storico del Senato	Archivio storico del Senato della Repubblica	https://www.senato.it/3065?voce_sommario=35	10	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q1230902																			Università del Salento	Università del Salento	https://www.unisalento.it	207	40.352777777777774	18.16638888888889								
archivio	Q1245999																			Università degli Studi di Siena	Università degli Studi di Siena	https://www.unisi.it	174	43.319166666667	11.3325								
archivio	Q1248821																			Università di Catania	Università degli Studi di Catania	https://www.unict.it	286	37.5036	15.0867								
archivio	Q1249519																			Istituto Italiano di Studi Germanici	Istituto italiano di studi germanici	https://www.studigermanici.it/	39	41.8831598	12.464806								
archivio	Q1331670																			arcidiocesi di Reggio Calabria-Bova	Arcidiocesi di Reggio Calabria-Bova	http://www.reggiocalabria.chiesacattolica.it	130	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q1383332																			Istituto storico italiano per il Medio Evo	Istituto storico italiano per il medio evo	http://www.isime.it/index.php	38	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q1424360																			Hockey Novara	Hockey Novara	http://www.hockeynovara.it	202	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q15206735																			osservatorio astronomico di Cagliari	Osservatorio astronomico di Cagliari	http://www.oa-cagliari.inaf.it	18	39.281876	9.131362								
archivio	Q15849896																			Archivio provinciale di Bolzano	Archivio Provinciale di Bolzano	http://www.provinz.bz.it/landesarchiv/	8	46.503161	11.343196								
archivio	Q16167939																			Archivio di Stato di Genova	Archivio di Stato di Genova	http://www.archiviodistatogenova.beniculturali.it/	21	44.403254	8.936801								
archivio	Q16294776																			Archivio di Stato di Bolzano	Archivio di Stato di Bolzano	http://www.asbolzano.beniculturali.it/	4	46.502975	11.343086								
archivio	Q16321278																			Archivio di Stato di Milano	Archivio di Stato di Milano	http://www.archiviodistatomilano.beniculturali.it	56	45.470710862516164	9.198171257905202								
archivio	Q16524558																			Accademia di Belle Arti di Macerata	Accademia di belle arti di Macerata	http://www.abamc.it	28	43.30101389	13.45079167								
archivio	Q16528115																			Archivio di Stato di Perugia	Archivio di Stato di Perugia	http://www.archiviodistatoperugia.it/	21	43.10703	12.391462								
archivio	Q16529145																			Associazione Italiana di Psicologia Analitica	Associazione italiana di psicologia analitica	Nessun sito web	6	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q16543442																			Comunità ebraica di Padova	Comunità ebraica di Padova	Nessun sito web	29	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q16556384																			Fondazione Adriano Olivetti	Fondazione Adriano Olivetti	http://www.fondazioneadrianolivetti.it	33	41.901348	12.47201								
archivio	Q16556390																			Fondazione Fotografia Modena	Fondazione fotografia Modena	Nessun sito web	30	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q16566657																			Istituto per la Storia dell'Arte Lombarda	Istituto per la Storia dell'Arte Lombarda	http://www.istitutoartelombarda.org	21	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q16572448																			Liceo artistico statale Klee-Barabino	Liceo artistico statale Klee Barabino	https://www.liceokleebarabino.edu.it/	27	44.4082975	8.942674								
archivio	Q16572464																			Liceo G. Alessi	Liceo scientifico statale Galeazzo Alessi	https://liceoalessi.org/	23	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q16606983																			Società Siciliana per la Storia Patria	Società Siciliana per la Storia Patria	http://www.storiapatria.it	17	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q16620755																			Verbano Yacht Club	Verbano Yacht Club	https://vyc.it/	15	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q1665834																			Inter press service	Inter press service	http://www.ips.org	11	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q1674853																			Istituto italiano di preistoria e protostoria	Istituto italiano di preistoria e protostoria	http://www.iipp.it/	26	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q1674868																			Istituto Veneto di Scienze, Lettere ed Arti	Istituto veneto di scienze, lettere ed arti	http://www.istitutoveneto.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/1	62	45.431915	12.329616								
archivio	Q16981093																			Fondazione Luigi Einaudi	Fondazione Luigi Einaudi	https://www.fondazioneluigieinaudi.it	34	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q1752540																			Università della Calabria	Università della Calabria	https://www.unical.it	332	39.3637	16.2265								
archivio	Q1760178																			Accademia delle arti del disegno	Accademia delle arti del disegno	http://www.aadfi.it/	63	43.776907	11.258475								
archivio	Q17620039																			Accademia spoletina	Accademia spoletina	http://www.accademiaspoletina.it/	16	42.7330635	12.7355231								
archivio	Q17620771																			Archivio di Stato di Palermo	Archivio di Stato di Palermo	http://www.archiviodistatodipalermo.it/	15	38.119374	13.369775								
archivio	Q17633470																			Istituto tecnico agrario Ciuffelli	Istituto tecnico agrario Ciuffelli	https://www.isistodi.edu.it	11	42.7867456	12.4092548								
archivio	Q1780716																			"Università degli Studi ""Mediterranea"" di Reggio Calabria"	"Università degli Studi ""Mediterranea"" di Reggio Calabria"	http://www.unirc.it	171	38.1208332	15.6592122								
archivio	Q1782545																			Conservatorio Luigi Cherubini	Conservatorio Luigi Cherubini	http://www.conservatorio.firenze.it	54	43.77640278	11.25862222								
archivio	Q1795684																			osservatorio astrofisico di Catania	Osservatorio astrofisico di Catania	http://www.oact.inaf.it/	29	37.693134	14.974561								
archivio	Q181410																			Accademia nazionale di Santa Cecilia	Accademia Nazionale di Santa Cecilia	http://www.santacecilia.it/	153	41929	12.4745								
archivio	Q18416114																			Archivio dei Cappuccini di Mestre	Archivio dei Cappuccini di Mestre	Nessun sito web	15	45.49067	12.24086								
archivio	Q18420421																			sezione di Archivio di Stato di Spoleto	Sezione di Archivio di Stato di Spoleto	http://www.archiviodistatoperugia.it/listituto/le-sedi/spoleto	24	42.73376	12.730961								
archivio	Q18600707																			Archivio di Nuova Scrittura	Archivio di Nuova Scrittura	Nessun sito web	35	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q18785387																			Archivio Luzzatti	Archivio Luzzatti	Nessun sito web	17	45.43277	12.32994								
archivio	Q18785388																			Archivio Minich	Archivio Minich	Nessun sito web	7	45.43277	12.32994								
archivio	Q18785389																			Archivio Saccardo	Archivio Saccardo	Nessun sito web	9	45.43277	12.32994								
archivio	Q18923616																			Archivio Lazzarini	Archivio Lazzarini	Nessun sito web	7	45.43277	12.32994								
archivio	Q18923626																			Archivio Ghetti	Archivio Ghetti	Nessun sito web	8	45.43277	12.32994								
archivio	Q18923683																			Archivio Bellavitis	Archivio Bellavitis	Nessun sito web	5	45.43277	12.32994								
archivio	Q1900298																			santuario della Madonna della Stella	Santuario della Madonna della Stella (Montefalco)	http://www.madonnadellastella.eu	33	42.856684451187824	12.682111668418894								
archivio	Q19152899																			Archivi Storici dell'Unione Europea	Archivi storici dell'Unione europea	http://www.eui.eu/histarchives	25	43.803888888889	11.274166666667								
archivio	Q19295028																			Archivio Storico della Città di Bolzano	Archivio Storico della Città di Bolzano	https://stadtarchiv-archiviostorico.gemeinde.bozen.it/bohisto/it	14	46.499719	11.354892								
archivio	Q1943319																			Società Ginnastica Amsicora	Società Ginnastica Amsicora	Nessun sito web	35	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q19621255																			Archivio per la memoria e la scrittura delle donne Alessandra Contini Bonacossi	Archivio per la memoria e la scrittura delle donne Alessandra Contini Bonacossi	http://www.archiviodistato.firenze.it/memoriadonne/	14	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q1972227																			Reale Società Ginnastica Torino	Reale Società Ginnastica di Torino	https://realeginnastica.it/	87	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q20007922																			chiesa di Maria Santissima del Rosario	Chiesa di Maria Santissima del Rosario (Polistena)	http://www.parrocchiamariassdelrosario-polistena.it/	72	38.404583333333335	16.080308333333335								
archivio	Q20009033																			Accademia di costume e di moda	Accademia di costume e di moda	http://www.accademiacostumeemoda.it	39	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q20009044																			Archivio cinematografico Giuseppe Magnarin	Archivio cinematografico Giuseppe Magnarin	http://www.archiviomagnarin.org	21	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q20009045																			Archivio di Stato di Avellino	Archivio di Stato di Avellino	http://www.asavellino.beniculturali.it/	17	40.914284	14.787931								
archivio	Q20009614																			Archivio storico dell'Istituto veneto di scienze, lettere ed arti	Archivio storico dell'Istituto veneto di scienze, lettere ed arti	Nessun sito web	6	45.43277	12.32994								
archivio	Q20009723																			Liceo statale Gian Domenico Cassini	Liceo statale Gian Domenico Cassini	https://www.liceogdcassini.edu.it/	51	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q20318408																			Scuola di Musica di Fiesole	Scuola di Musica di Fiesole	http://www.scuolamusicafiesole.it	19	43.79793	11.29305								
archivio	Q2045972																			Conservatorio di Musica Giuseppe Verdi	Conservatorio di Musica Giuseppe Verdi (Milano)	http://www.consmilano.it	258	45465	9.203611111111112								
archivio	Q2067315																			Università degli Studi di Cagliari	Università degli Studi di Cagliari	https://www.unica.it/	197	39.216944444444	9115								
archivio	Q21192482																			Archivio Storico del Comune di Firenze	Archivio storico del Comune di Firenze	Nessun sito web	16	43.77224167	11.25961111								
archivio	Q21192978																			Archivio Gonzaga di Mantova	Archivio Gonzaga di Mantova	Nessun sito web	11	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q21210596																			Archivio Pezzaglia-Greco	Archivio Pezzaglia-Greco	Nessun sito web	22	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q214195																			Istituto nazionale di statistica	Istituto nazionale di statistica	https://www.istat.it	260	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q21567544																			Archivio di Stato di Pavia	Archivio di Stato di Pavia	http://www.archiviodistatopavia.beniculturali.it	24	45.183517	9.153047								
archivio	Q21769954																			Archivio di Stato di Bari	Archivio di Stato di Bari	http://www.archiviodistatodibari.beniculturali.it/	13	41.12879	16.846931								
archivio	Q22263728																			chiesa di Santa Maria Maddalena	Chiesa di Santa Maria Maddalena (Castiglione del Lago)	Nessun sito web	23	43.12695	12.0502								
archivio	Q2271211																			Società Dante Alighieri	Società Dante Alighieri	https://ladante.it	111	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q2324776																			Archivio di Stato di Venezia	Archivio di Stato di Venezia	http://www.archiviodistatovenezia.it/	39	45.43846	12.326616								
archivio	Q23309523																			Archivio degli Iblei	Archivio degli Iblei	http://www.archiviodegliiblei.it/index.php?it/1/home	19	Nessuna coordinata geografica	Nessuna coordinata geografica								
archivio	Q24052943																			Raccolta documentaria dei primati scientifici italiani	Raccolta documentaria dei primati scientifici italiani	Nessun sito web	6	Nessuna coordinata geografica	Nessuna coordinata geografica								
